"SYMBOL","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","VOLUME","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","VOLUME_CONFIDENCE","CONFIDENCE_SCORE","CONFIDENCE_CATEGORY","TRADING_SIGNAL","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","PERFORMANCE_CATEGORY","MAX_DRAWDOWN","SHARPE_RATIO","PROFIT_FACTOR"
"GRMOVER",366.15,0.04,1.84,-5.58,35,47.4,"STRONG_BULLISH",753701,2025-08-29,1,0.35,0.8,0.68,"Medium","WEAK_HOLD",0.3784376361873,-0.0596688114921562,6,-0.0959981089043813,"Poor",0.173684584419243,0.480286596040241,0.507452108594589
"PFOCUS",144.74,0.55,-9.05,-17.09,65,43.1,"STRONG_BULLISH",1882687,2025-08-29,1,0.65,1,0.86,"Very High","BUY",0.609290972258896,0.184622275931761,12,0.472531379679553,"Good",0.133689127629623,1.45304263941944,1.36058168411255
"M&MFIN",253.95,-1.99,-3.44,-3.86,15,43.2,"STRONG_BEARISH",1067768,2025-08-29,1,0.15,1,0.66,"Medium","SELL",0.328176599554718,-0.106143491819967,4,-0.157993144849696,"Poor",0.169947790994775,0.742902075406164,0.56166773296427
"HDFCSML250",166.36,-0.37,-2.96,-8.04,42,34,"STRONG_BULLISH",1631505,2025-08-29,0.7,0.42,1,0.678,"Medium","WEAK_HOLD",0.440687662223354,0.0251602895674296,2,0.0449843278398715,"Fair",0.117685308272485,1.3867671075277,1.13470742234495
"KARURVYSYA",214.05,0.85,-18.57,-21.88,13,23.1,"BULLISH",1268407,2025-08-29,0.5,0.13,1,0.502,"Medium","SELL",0.301254617515951,-0.136223631678149,3,-0.194954607347633,"Poor",0.194108094461262,0.499540494289249,0.706555698532611
"BECTORFOOD",1379.9,1.3,-0.77,-7.37,20,42.6,"STRONG_BEARISH",198346,2025-08-29,1,0.2,0.6,0.56,"Medium","SELL",0.268210632773116,-0.15602266471833,3,-0.213207067095793,"Poor",0.179524548398331,0.58637665992137,1.10287719329353
"ACMESOLAR",284.6,-0.59,0.21,1.88,65,52.1,"STRONG_BULLISH",937556,2025-08-29,1,0.65,0.8,0.8,"Very High","BUY",0.766561271902174,0.151415328346193,7,0.648629854951659,"Good",0.143150085560046,2.70923182542901,1.69575072079897
"INDIACEM",381.5,-0.79,2.21,10.69,80,59,"STRONG_BULLISH",698508,2025-08-29,1,0.8,0.8,0.86,"Very High","STRONG_BUY",0.85753543660976,0.315636989241466,14,2.21554737353787,"Excellent",0.138111536484212,1.7169461339945,2.17171434487682
"GLAND",1871.5,-0.81,-3.75,-5.04,52,36.7,"STRONG_BULLISH",140575,2025-08-29,0.7,0.52,0.6,0.598,"Medium","HOLD",0.486452584108338,0.072129674977623,6,0.140453778454684,"Fair",0.152780030528083,0.767753499094397,1.04297670470551
"IGIL",332.65,-1.39,-1.31,-16.34,22,36.4,"BEARISH",775350,2025-08-29,0.7,0.22,0.8,0.538,"Medium","SELL",0.356378254014999,-0.151526815467514,3,-0.23542836520481,"Poor",0.216111674485728,0.321172097814269,0.56786512315739
"BCG",16.22,3.44,-2.47,7.77,55,55.2,"BULLISH",16224072,2025-08-29,1,0.55,1,0.82,"Very High","HOLD",0.545606835419312,0.0308771865093149,4,0.0679525770107221,"Fair",0.100588383642025,1.37142078671604,1.48219454556238
"EIEL",249.6,-0.64,-3.69,-11.16,55,45.8,"STRONG_BULLISH",1037265,2025-08-29,1,0.55,1,0.82,"Very High","HOLD",0.522622304549441,0.0270546703832224,6,0.0566735116471825,"Fair",0.103751612058841,1.48611973621882,1.45141761994455
"TEGA",1846.9,2.61,0.07,-2.95,80,51.9,"STRONG_BULLISH",141820,2025-08-29,1,0.8,0.6,0.8,"Very High","STRONG_BUY",0.792097415821627,0.289543409831822,9,1.39268788301065,"Excellent",0.104752508015372,1.90644739510026,2.90410113008693
"GICRE",363.65,-0.79,-6.74,-7.54,12,33.6,"STRONG_BEARISH",712750,2025-08-29,0.7,0.12,0.8,0.498,"Low","SELL",0.320576218143105,-0.164835843141191,3,-0.242611235495301,"Poor",0.23059910046868,0.712943103862926,0.747527622338384
"EMBDL",93.62,-1.28,-7.59,-20.16,17,30.7,"STRONG_BEARISH",2741176,2025-08-29,0.7,0.17,1,0.578,"Medium","SELL",0.437856276147068,-0.197388904483523,1,-0.351136010432741,"Poor",0.259295175643638,0.556987807108089,0.907539036171511
"ANANDRATHI",2793.9,0.93,-1.02,11.56,75,64.3,"STRONG_BULLISH",91171,2025-08-29,1,0.75,0.4,0.72,"High","BUY",0.672574860742316,0.110906997499987,9,0.33872474713282,"Good",0.199488827411551,1.71365892980248,1.37847035489976
"MCLOUD",78.55,-3.19,-9.05,-19.29,35,43,"BULLISH",3213757,2025-08-29,1,0.35,1,0.74,"High","WEAK_HOLD",0.460733428644016,0.03760006952798,5,0.0697244582274676,"Fair",0.155052124022041,1.2244779295288,1.10323425647803
"SCI",211.5,-0.95,-1.05,-4.92,45,47.5,"STRONG_BULLISH",1193686,2025-08-29,1,0.45,1,0.78,"High","WEAK_HOLD",0.374945698073134,0.0418418218381703,2,0.0669410988920223,"Poor",0.161818851600401,1.34804294095375,0.872542363079265
"STLTECH",114.69,-4.94,-16.64,0.12,60,40.4,"STRONG_BULLISH",2144034,2025-08-29,1,0.6,1,0.84,"Very High","HOLD",0.511870228406042,0.0836071591242217,6,0.171280597885287,"Moderate",0.0796595391817391,0.696086905663833,1.46061187586747
"JBCHEPHARM",1724.3,1.05,-0.23,4.18,53,52.7,"STRONG_BULLISH",145296,2025-08-29,1,0.53,0.6,0.692,"Medium","HOLD",0.607139013381675,-0.0053731067921035,7,-0.0136768652910899,"Poor",0.21985577235464,0.574472255515866,1.76935663297772
"THANGAMAYL",2255.4,0.64,11.96,17.89,83,83.6,"STRONG_BULLISH",112086,2025-08-29,0.5,0.83,0.6,0.662,"Medium","STRONG_BUY",0.74419629657641,0.121680793946143,8,0.475680345192853,"Good",0.216438286658376,1.38275089953095,1.71564125188161
"KPIGREEN",481.2,-0.44,-9.81,-13.52,25,36.7,"STRONG_BEARISH",514371,2025-08-29,0.7,0.25,0.8,0.55,"Medium","SELL",0.422393201477826,-0.140154598350637,2,-0.242647071864851,"Poor",0.31398856905289,0.152891493472271,0.574266853136942
"GOKEX",672.95,-3.19,-9.53,-27.73,7,30.5,"STRONG_BEARISH",363767,2025-08-29,0.7,0.07,0.6,0.418,"Low","SELL",0.412079964997247,-0.0567552334046923,4,-0.0965356341435557,"Poor",0.150721461419016,0.64632259523496,0.766685374570079
"COMSYN",143.7,7.23,4.29,11.32,95,61.9,"STRONG_BULLISH",1741255,2025-08-29,1,0.95,1,0.98,"Very High","STRONG_BUY",0.947210859460756,0.279471792979166,9,5.29411523135908,"Excellent",0.089269135100767,2.97871762001887,2.0423042307375
"IRCON",160.32,-0.5,-6.81,-16.16,12,30.3,"STRONG_BEARISH",1516319,2025-08-29,0.7,0.12,1,0.558,"Medium","SELL",0.415949797257781,-0.127503641718067,2,-0.218309386966078,"Poor",0.290763323009014,0.641849717963487,0.988963640690781
"LTFOODS",421.35,-1.11,-7.28,-16.1,27,33.5,"BULLISH",573771,2025-08-29,0.7,0.27,0.8,0.558,"Medium","SELL",0.304374690400437,-0.0974401119630784,3,-0.140075570308346,"Poor",0.34987810133025,0.205473191966303,0.659112052526325
"KAJARIACER",1209.6,-0.97,-6.39,2.2,80,44.9,"STRONG_BULLISH",199924,2025-08-29,1,0.8,0.6,0.8,"Very High","STRONG_BUY",0.865260367514566,0.243937622569501,13,1.81043704862318,"Excellent",0.115160884498619,2.75241260847542,2.91510260186624
"RKFORGE",566.55,-1.09,-3.1,-13.02,12,39.4,"STRONG_BEARISH",423541,2025-08-29,0.7,0.12,0.6,0.438,"Low","SELL",0.440189744764939,-0.152477842266671,3,-0.272374149706577,"Poor",0.289674125611782,0.542419323232025,0.658282973710448
"PARAS",648.7,1.3,-4.71,-19.68,22,31,"BULLISH",372085,2025-08-29,0.7,0.22,0.6,0.478,"Low","SELL",0.27017052732408,-0.190783251030371,4,-0.261407983882679,"Poor",0.152142840437591,0.447063071653247,0.747069797012955
"JUNIORBEES",707.48,-0.28,-2.96,-4.05,42,39.2,"STRONG_BULLISH",338382,2025-08-29,0.7,0.42,0.6,0.558,"Medium","WEAK_HOLD",0.513291958533228,-0.0384602969978005,2,-0.0790212893994811,"Poor",0.240052633732557,0.699714245367795,1.46912814723328
"JUBLPHARMA",1023.1,-1.37,-5.33,-14.35,27,31.5,"BULLISH",233882,2025-08-29,0.7,0.27,0.6,0.498,"Low","SELL",0.414095347048715,-0.14288725706283,4,-0.243874590077219,"Poor",0.303036757092923,0.456941688503139,0.997563403379172
"ITBEES",38.42,-0.72,1.24,-6.29,25,44.6,"BULLISH",6149663,2025-08-29,1,0.25,1,0.7,"High","SELL",0.270265668304637,-0.14696846784791,2,-0.201399963609309,"Poor",0.135737870330922,0.133814024273306,0.746953146136366
"MID150BEES",213.5,-0.73,-3.59,-5.76,42,33.8,"STRONG_BULLISH",1105039,2025-08-29,0.7,0.42,1,0.678,"Medium","WEAK_HOLD",0.509491697046906,-0.0444270379957743,2,-0.0905734678257275,"Poor",0.155424145085271,0.334927002573386,1.38550100044813
"CEATLTD",3132.2,0.64,-2.48,-19.19,15,40.7,"STRONG_BEARISH",75069,2025-08-29,1,0.15,0.4,0.48,"Low","SELL",0.325957354297861,-0.141156712849624,2,-0.209418074286062,"Poor",0.301144713908434,0.367085433402099,0.911225307919085
"KALAMANDIR",176.24,0.39,4.34,14.76,80,52.6,"STRONG_BULLISH",1356446,2025-08-29,1,0.8,1,0.92,"Very High","STRONG_BUY",0.916313719609752,0.297850426984951,8,3.55913090647605,"Excellent",0.144008024292998,2.59568488807417,1.77800901525188
"THOMASCOOK",177.73,0.11,6.7,7.12,65,63.2,"BULLISH",1305536,2025-08-29,1,0.65,1,0.86,"Very High","BUY",0.674415686586872,0.08199830846861,9,0.251849690204712,"Moderate",0.0554614062421024,1.76384094031528,1.88581283688545
"UJJIVANSFB",42.68,0.59,-0.65,-13.92,30,41.2,"BULLISH",5456068,2025-08-29,1,0.3,1,0.72,"High","SELL",0.259824660187587,-0.191341824305709,2,-0.2585087803036,"Poor",0.190773792867549,0.61771039320156,0.990161620359868
"PRIVISCL",2212.6,-3.62,-8.53,-7.52,37,34.1,"STRONG_BULLISH",103420,2025-08-29,0.7,0.37,0.6,0.538,"Medium","WEAK_HOLD",0.523087835079059,0.000118357688188562,4,0.000248175024447495,"Fair",0.235219165449962,1.38938828953542,1.15948797855526
"LIQUID1",1066.36,0.04,0.17,0.65,53,100,"STRONG_BULLISH",218387,2025-08-29,0.3,0.53,0.6,0.482,"Low","HOLD",0.472720622085035,0.0152650174451992,6,0.0289505299933444,"Fair",0.202764360839501,0.672754525206983,1.09813571036793
"SYNGENE",625.9,-0.52,-8.37,-6.27,17,35.1,"BULLISH",368869,2025-08-29,0.7,0.17,0.6,0.458,"Low","SELL",0.379986520437524,-0.0647317303926684,3,-0.104403746896515,"Poor",0.347131837019697,0.521787574095652,1.02035375055857
"ANURAS",1129.8,0.13,-0.73,-2.37,38,48.3,"BULLISH",205673,2025-08-29,1,0.38,0.6,0.632,"Medium","WEAK_HOLD",0.540262548951432,0.0104275060584769,3,0.0226814370565066,"Fair",0.210929527087137,1.3229959087912,1.42424694553483
"GREAVESCOT",198.16,-0.67,-6.83,-6.51,17,39.7,"BULLISH",1151720,2025-08-29,0.7,0.17,1,0.578,"Medium","SELL",0.428360802773386,-0.170609381515533,3,-0.298456408068704,"Poor",0.314770045131445,0.106338672782294,1.12343751287553
"KITEX",178.03,5,-5.72,-36.54,12,38.3,"STRONG_BEARISH",1316383,2025-08-29,0.7,0.12,1,0.558,"Medium","SELL",0.293845948856324,-0.129911696561612,2,-0.183970758719304,"Poor",0.295315986964852,0.460510105756112,1.13092977635097
"PRAJIND",391.3,-1.12,-5.6,-20.49,13,20.7,"STRONG_BEARISH",583179,2025-08-29,0.5,0.13,0.8,0.442,"Low","SELL",0.36826323820278,-0.145066063082777,4,-0.229630554774239,"Poor",0.21026159375906,0.414052228117362,0.947234950494021
"SETFGOLD",87.93,1.08,3.63,4.94,70,68.1,"STRONG_BULLISH",2588495,2025-08-29,1,0.7,1,0.88,"Very High","BUY",0.641049242438749,0.130379636464641,6,0.36322429669867,"Good",0.0739908525953069,1.4850396825932,1.60730029363185
"MAHSCOOTER",15876,0.98,-0.83,9.19,95,60.4,"STRONG_BULLISH",14069,2025-08-29,1,0.95,0.2,0.74,"High","STRONG_BUY",0.773151212837547,0.196876845159568,14,0.867877001337365,"Good",0.103469467989635,2.74705794593319,2.71896796231158
"STAR",863.7,2.21,-0.66,-5.9,45,49.8,"BULLISH",260802,2025-08-29,1,0.45,0.6,0.66,"Medium","WEAK_HOLD",0.353638921724632,-0.0915912502561696,6,-0.141702917045307,"Poor",0.211539253650699,0.785422620596364,0.633217662665993
"FACT",924.9,-0.05,-5.58,-4.71,35,42.1,"STRONG_BULLISH",239918,2025-08-29,1,0.35,0.6,0.62,"Medium","WEAK_HOLD",0.518798624910414,-0.0220056200982071,5,-0.0457305844026533,"Poor",0.210906193510164,0.700600426690653,1.07975350378547
"HSCL",445.9,-1.07,-7.12,-13.27,22,35.9,"BULLISH",494580,2025-08-29,0.7,0.22,0.6,0.478,"Low","SELL",0.314136202307418,-0.117594120942522,1,-0.171454042826197,"Poor",0.310138627840206,0.37438894463703,0.511157142929733
"JWL",317.55,-0.63,-3.93,-14.79,7,34.5,"STRONG_BEARISH",693406,2025-08-29,0.7,0.07,0.8,0.478,"Low","SELL",0.336791018024087,-0.144026486994699,3,-0.217166068175973,"Poor",0.284274172456935,0.563839870970696,1.03206964882556
"KIMS",723.9,-1.83,-5.88,-2.56,70,45.1,"STRONG_BULLISH",302978,2025-08-29,1,0.7,0.6,0.76,"High","BUY",0.708567126933485,0.188971253884956,6,0.648421202099005,"Good",0.19083967563929,2.1569321451243,2.52801123470999
"TFCILTD",301.05,-1.26,-2.76,3.28,75,57,"STRONG_BULLISH",724106,2025-08-29,1,0.75,0.8,0.84,"Very High","BUY",0.70848125773482,0.12406436550431,7,0.425579379700584,"Good",0.13324274639599,1.59247475117445,1.64384362287819
"NETWORK18",52.83,0.15,-8.76,-16.33,27,36.8,"STRONG_BEARISH",4147708,2025-08-29,0.7,0.27,1,0.618,"Medium","SELL",0.351292035868391,-0.0732079380424693,2,-0.112851918105351,"Poor",0.237505550996866,0.167546949465759,0.981778249610215
"IPCALAB",1384.4,-2.4,0.07,-5.29,25,45.8,"STRONG_BEARISH",156601,2025-08-29,1,0.25,0.6,0.58,"Medium","SELL",0.327782674878836,-0.0669772856286727,1,-0.099636357358984,"Poor",0.192539106635377,0.651207735063508,0.871298214187846
"WOCKPHARMA",1427.5,0.08,-4.4,-21.61,17,34,"BULLISH",151714,2025-08-29,0.7,0.17,0.6,0.458,"Low","SELL",0.334105863934383,-0.165233737358358,3,-0.248138147505891,"Poor",0.169744813628495,0.179788692714646,1.05333109602798
"KSB",825.9,1.2,2.39,-4.77,40,50.9,"BULLISH",267161,2025-08-29,1,0.4,0.6,0.64,"Medium","WEAK_HOLD",0.410958939185366,-0.0309110606787726,6,-0.0524769200911447,"Poor",0.123419304564595,0.473090380709618,0.564975770399906
"MEDANTA",1374,-1.85,0.04,2.66,75,54.9,"STRONG_BULLISH",155446,2025-08-29,1,0.75,0.6,0.78,"High","BUY",0.796818198869005,0.135273456759751,7,0.665775458268221,"Good",0.159312505985145,1.99115428479854,2.57432723406237
"EQUITASBNK",50.27,-1.18,-7.95,-20.8,13,24,"STRONG_BEARISH",4205779,2025-08-29,0.5,0.13,1,0.502,"Medium","SELL",0.353963615885004,-0.18243456579512,3,-0.282390543754028,"Poor",0.310015722224489,0.615152951190248,1.09839538659435
"CHENNPETRO",645.4,0.02,-1.64,-13.85,30,41.9,"BULLISH",332477,2025-08-29,1,0.3,0.6,0.6,"Medium","SELL",0.42696571527049,-0.171046266669873,2,-0.298492204093185,"Poor",0.211328356585,0.649218707811087,0.922335368767381
"CRAFTSMAN",6912.5,-0.78,0.53,11.47,75,57.8,"STRONG_BULLISH",30750,2025-08-29,1,0.75,0.2,0.66,"Medium","BUY",0.639562534773722,0.133300352981314,10,0.36982934861566,"Good",0.181443613173906,1.05849305074662,1.85896500982344
"KEC",808.1,-0.12,-2.41,-8.42,15,41.4,"STRONG_BEARISH",263698,2025-08-29,1,0.15,0.6,0.54,"Medium","SELL",0.287005201913416,-0.0526045562350191,1,-0.0737797195381936,"Poor",0.223592053353786,0.282323836651631,1.04738658671267
"NATCOPHARM",862,-0.59,-3.44,-15.6,12,37.6,"STRONG_BEARISH",244492,2025-08-29,0.7,0.12,0.6,0.438,"Low","SELL",0.279504062747583,-0.0780890314374119,1,-0.108382334167215,"Poor",0.253508226759732,0.732636228320189,0.85202184910886
"FIEMIND",2100.7,0.01,0.42,8.02,75,63.5,"STRONG_BULLISH",99297,2025-08-29,1,0.75,0.4,0.72,"High","BUY",0.603879340272397,0.188166351430118,7,0.475022816430511,"Good",0.132521463872399,1.77121832058765,1.94121448453516
"MAHABANK",51.95,-1.1,-6.28,-9.37,22,31.4,"BULLISH",4009667,2025-08-29,0.7,0.22,1,0.598,"Medium","SELL",0.288458982575685,-0.0662617922644131,4,-0.0931243465124077,"Poor",0.154988112067804,0.797179547161795,1.1711395974271
"WELSPUNLIV",109.32,-3.21,-10.36,-21.76,7,30.7,"STRONG_BEARISH",1866284,2025-08-29,0.7,0.07,1,0.538,"Medium","SELL",0.42863463787362,-0.0589463120675646,2,-0.103167458118552,"Poor",0.253885660273954,0.165306299715303,0.790775585360825
"ASTRAZEN",8460.5,1.58,0.11,-7.74,30,45.2,"BULLISH",24461,2025-08-29,1,0.3,0.2,0.48,"Low","SELL",0.276768102869391,-0.104143708513584,4,-0.14399767063202,"Poor",0.154738344810903,0.548390639573336,0.914815542846918
"JSWINFRA",296,-1.37,-5.33,-4.91,25,40.3,"STRONG_BULLISH",692378,2025-08-29,1,0.25,0.8,0.64,"Medium","SELL",0.446900076884776,-0.16187132212799,1,-0.292661986312135,"Poor",0.124101650505327,0.742405452346429,1.13691036438104
"CRISIL",4986,1.64,-8.19,-15.89,32,35.1,"STRONG_BULLISH",41273,2025-08-29,0.7,0.32,0.2,0.398,"Low","SELL",0.346773758670315,-0.198415739485063,1,-0.303747349587754,"Poor",0.432793041574769,0.54525608252734,0.863313978980295
"DEEPAKNTR",1787.9,-1.2,-1.42,-8.75,7,36.6,"STRONG_BEARISH",113754,2025-08-29,0.7,0.07,0.6,0.418,"Low","SELL",0.323946879897267,-0.188678453618195,2,-0.279088207727705,"Poor",0.267235647141933,0.287256018794142,0.933716076612472
"TDPOWERSYS",501.85,-0.43,-3.63,1.27,45,49,"STRONG_BULLISH",402992,2025-08-29,1,0.45,0.6,0.66,"Medium","WEAK_HOLD",0.451461323164403,-0.00221319758566096,3,-0.00403471565292064,"Poor",0.114502939919475,0.312934676138684,0.898576941271312
"PTCIL",14011,0.37,4.54,-4.03,30,46,"BULLISH",14439,2025-08-29,1,0.3,0.2,0.48,"Low","SELL",0.415262776752934,-0.156236751691904,1,-0.267191390389543,"Poor",0.156782187754288,0.133441073982976,0.770144188264385
"ITDCEM",708.1,0.65,-10.81,-15.04,27,36.8,"BULLISH",282410,2025-08-29,0.7,0.27,0.6,0.498,"Low","SELL",0.302693357691169,-0.0750955098774284,4,-0.107693667779762,"Poor",0.180177541496232,0.33344443528913,1.19115549915005
"MEDIASSIST",505.8,-2.81,-6.47,-9.82,42,38.1,"BULLISH",386896,2025-08-29,0.7,0.42,0.6,0.558,"Medium","WEAK_HOLD",0.50837563900277,0.049734489840921,5,0.101163599257038,"Fair",0.25280604949221,1.23544028261676,1.41368602309376
"JKPAPER",374.7,-1.2,5.34,-4.46,55,53.5,"BULLISH",527085,2025-08-29,1,0.55,0.8,0.76,"High","HOLD",0.452598689682782,0.0996681243064814,6,0.182075056138839,"Fair",0.118803320778534,0.785214726580307,0.719969313940965
"FSL",351,1.23,-4.39,-1.1,25,44.3,"STRONG_BULLISH",566601,2025-08-29,1,0.25,0.8,0.64,"Medium","SELL",0.27426956850104,-0.193475777469575,1,-0.266594549535371,"Poor",0.129607471066993,0.692413442069665,1.03464849812444
"GLAXO",2785,1.3,-0.79,-12.08,25,41.8,"BULLISH",70828,2025-08-29,1,0.25,0.4,0.52,"Medium","SELL",0.347979480726644,-0.0656044071773067,3,-0.10061708985849,"Poor",0.162038513319567,0.685381641774438,0.753433885937557
"RCF",148.93,-0.66,-0.26,-5.02,20,45.4,"BULLISH",1311712,2025-08-29,1,0.2,1,0.68,"Medium","SELL",0.346241795504466,-0.161453150410671,4,-0.246961566677782,"Poor",0.117745878279675,0.657010435359553,0.575120679219253
"MSUMI",41.56,0.34,-0.79,-35.57,25,43.6,"STRONG_BEARISH",4748362,2025-08-29,1,0.25,1,0.7,"High","SELL",0.2829324033577,-0.126099256216548,1,-0.175854071229844,"Poor",0.144507224741392,0.716239039110951,1.19348158231005
"ASAHIINDIA",836.3,-3.64,-4.13,-1.69,70,47.3,"STRONG_BULLISH",228009,2025-08-29,1,0.7,0.6,0.76,"High","BUY",0.668180546909571,0.188626142069697,12,0.568460168061009,"Good",0.239660918421578,1.79829460603651,1.65722866654396
"MARKSANS",168.6,-0.51,-8.51,-35.41,8,17.1,"STRONG_BEARISH",1140151,2025-08-29,0.3,0.08,1,0.422,"Low","SELL",0.418988095037639,-0.182301900838502,3,-0.31376620561727,"Poor",0.245213630748913,0.262469177367166,1.03687367213424
"JUBLINGREA",725.4,-0.36,3.53,-11.64,55,45.8,"BULLISH",263899,2025-08-29,1,0.55,0.6,0.7,"High","HOLD",0.524539162451401,0.0788130524219014,6,0.165761396518479,"Moderate",0.19768997959327,0.573711218312383,1.31395810248796
"SOBHA",1430,-3.38,-4.51,-13.36,32,33.3,"BULLISH",132712,2025-08-29,0.7,0.32,0.6,0.518,"Medium","SELL",0.326272272178903,-0.128620843938552,2,-0.190909233251427,"Poor",0.293280347436666,0.735431728046387,1.03662070618011
"GILLETTE",10095,1.64,-3.61,-7.83,35,41.1,"BULLISH",19100,2025-08-29,1,0.35,0.2,0.5,"Low","WEAK_HOLD",0.458302012039349,0.0145137066603638,6,0.0267929860972976,"Fair",0.230619588680565,1.04900507582352,1.13879366638139
"RATNAMANI",2392.1,0.56,-1.17,-15.56,22,37.6,"STRONG_BEARISH",80686,2025-08-29,0.7,0.22,0.4,0.418,"Low","SELL",0.424196778610349,-0.168363974115346,4,-0.292398458120838,"Poor",0.302573174377903,0.142132861539721,1.02520915295463
"OMINFRAL",110.6,8.21,0.07,-14.07,30,44.3,"STRONG_BEARISH",1710676,2025-08-29,1,0.3,1,0.72,"High","SELL",0.363606397528201,-0.0614552464336157,3,-0.0965679827624273,"Poor",0.170407536183484,0.683972016512416,0.757176429964602
"GNFC",522.75,0.36,0.74,-4.73,40,47.3,"BULLISH",364516,2025-08-29,1,0.4,0.6,0.64,"Medium","WEAK_HOLD",0.532844963902608,0.00205084939952941,6,0.00439008303680546,"Fair",0.216815011959989,1.13782164664008,1.10600699612405
"KRBL",431.1,-2.12,-8.69,9.65,70,50,"STRONG_BULLISH",435007,2025-08-29,1,0.7,0.6,0.76,"High","BUY",0.743036294402555,0.167112830122933,7,0.650336317864005,"Good",0.238508099399041,2.74009582295548,2.56741043482907
"SKIPPER",512.95,-2.68,-4.98,3.62,50,48.6,"STRONG_BULLISH",364854,2025-08-29,1,0.5,0.6,0.68,"Medium","HOLD",0.527623979700729,-0.0333171238307841,7,-0.070530938064291,"Poor",0.184633654530626,0.667254794482142,1.06336980196647
"EMCURE",1393.4,-2.68,-5.22,2.27,60,44.7,"STRONG_BULLISH",134397,2025-08-29,1,0.6,0.6,0.72,"High","HOLD",0.495754072861746,0.021926565549802,8,0.043483872391874,"Fair",0.144832598243374,0.885422232793644,0.577140208287165
"TIRUMALCHM",291.3,-1.92,0.66,-3.7,58,51.8,"STRONG_BEARISH",629690,2025-08-29,1,0.58,0.8,0.772,"High","HOLD",0.503648038581014,0.00936616479884834,5,0.0188700066220592,"Fair",0.221809339872561,1.20882167899981,1.38954133354127
"INTELLECT",977.2,0.16,7.8,-17.41,40,45.6,"STRONG_BULLISH",192817,2025-08-29,1,0.4,0.6,0.64,"Medium","WEAK_HOLD",0.411565928906202,0.0160843108198606,6,0.0273340916340255,"Fair",0.186366254615132,1.20060866419226,0.991645013960078
"AWL",251.5,0.76,-3.1,-4.14,20,41.4,"STRONG_BEARISH",746956,2025-08-29,1,0.2,0.8,0.62,"Medium","SELL",0.259282493777573,-0.128035311109852,4,-0.172853091812042,"Poor",0.212390851345845,0.349592399783433,0.818462743470445
"KSCL",1164.8,0.77,8.9,1.22,40,57.5,"BULLISH",159610,2025-08-29,1,0.4,0.6,0.64,"Medium","WEAK_HOLD",0.515782461874187,0.0392282447894104,2,0.0810136802174601,"Fair",0.125088582304306,1.44130835006945,1.46795282012317
"BLUEDART",5607.5,0.49,-4.13,-18.88,18,28.8,"STRONG_BEARISH",33645,2025-08-29,0.5,0.18,0.2,0.282,"Low","SELL",0.354702835576609,-0.0762270533246919,4,-0.118127054521935,"Poor",0.415912585449405,0.24346222714521,0.738884566072375
"TARIL",490.2,-0.26,-2.35,-4.51,23,43.8,"BEARISH",376256,2025-08-29,1,0.23,0.6,0.572,"Medium","SELL",0.382404601480812,-0.112797015719116,4,-0.182639015752983,"Poor",0.345261359959841,0.72684686218854,1.1548252040986
"ELGIRUBCO",82.54,15.65,-36.59,-17.05,45,40.9,"BULLISH",2266589,2025-08-29,1,0.45,1,0.78,"High","WEAK_HOLD",0.361983848875388,-0.0934203690383583,2,-0.146423203979537,"Poor",0.168368002749048,0.69796936661005,0.937483898573555
"RAMCOCEM",1046.8,1.21,-3.65,-10.29,42,38.5,"BULLISH",177144,2025-08-29,0.7,0.42,0.6,0.558,"Medium","WEAK_HOLD",0.493139874516055,-0.0595306822331622,4,-0.117449922059509,"Poor",0.153225629869848,0.262084782845341,0.70929629127495
"RICOAUTO",89.55,-0.97,-6.7,16.04,70,59.4,"STRONG_BULLISH",2023753,2025-08-29,1,0.7,1,0.88,"Very High","BUY",0.765294146817178,0.173662201045081,7,0.739914231750361,"Good",0.125135071366094,1.77746854384895,2.58714663202409
"AZAD",1530,-0.73,-5.18,-3.82,25,45.1,"BULLISH",119487,2025-08-29,1,0.25,0.6,0.58,"Medium","SELL",0.369426469411701,-0.126956933585461,4,-0.201335653063356,"Poor",0.152211157698184,0.425167449447326,0.874175851186737
"PCBL",371.55,-0.4,-5.51,-12.95,22,37.8,"STRONG_BEARISH",490290,2025-08-29,0.7,0.22,0.6,0.478,"Low","SELL",0.341859957762063,-0.0816259337239899,2,-0.124025174712709,"Poor",0.247098873276263,0.424814259028062,0.722320517431945
"SENORES",690.15,-1.12,-1.34,11.86,65,54.3,"STRONG_BULLISH",263933,2025-08-29,1,0.65,0.6,0.74,"High","BUY",0.759376729279757,0.131115779066458,8,0.544900660164735,"Good",0.136732803005725,2.68823065795004,2.67635117692407
"CUB",196.05,-1.25,-7.68,-10.08,32,32.4,"STRONG_BULLISH",924209,2025-08-29,0.7,0.32,0.8,0.578,"Medium","SELL",0.439053093548864,-0.0959903519018553,3,-0.171121991757017,"Poor",0.205649950169027,0.738897169218399,1.02553607109003
