"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","RS_CONFIDENCE","CONFIDENCE_SCORE","CONFIDENCE_CATEGORY","CONFIDENCE_ANALYSIS_DATE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","PERFORMANCE_CATEGORY","RISK_PERFORMANCE"
1349,"KRYSTAL","KRYSTAL INTEGRATED SER L","MICRO_CAP",661.45,-0.47,NA,NA,44.7,60.7,"BULLISH",51.47,15,6,0,NA,NA,NA,NA,NA,9149427.2,"WEAK_HOLD","2025-08-29",1,0.447,1,0.7788,"High",2025-09-01,0.474029958853498,-0.00775615088641643,4,-0.0147463738989956,"Negative","Negative"
1362,"AMRUTANJAN","AMRUTAJAN HEALTH LTD","MICRO_CAP",692.2,-0.99,-1.39,4.19,44.7,48.8,"BULLISH",-0.07,1,12,25,75.02,79.05,92,59.25,57,8716656,"WEAK_HOLD","2025-08-29",1,0.447,0.3,0.5688,"Medium",2025-09-01,0.546617856295779,0.0220781300449744,4,0.0486965143015818,"Poor","Poor"
1399,"MMP","MMP INDUSTRIES LIMITED","MICRO_CAP",272.85,1.3,-2.87,-1.25,44.7,52,"BULLISH",11.02,6,13,0,NA,NA,NA,NA,NA,7286118.3,"WEAK_HOLD","2025-08-29",1,0.447,0.7,0.6888,"High",2025-09-01,0.428646768955514,0.0268645578413271,2,0.0470191754971197,"Poor","Poor"
1414,"SANOFICONR","SANOFI CONS HEALTHC IND L","MICRO_CAP",5185.4,1.73,0.42,4.57,44.7,52.2,"STRONG_BULLISH",5.71,4,15,0,NA,NA,NA,NA,NA,6947019.2,"WEAK_HOLD","2025-08-29",1,0.447,0.5,0.6288,"High",2025-09-01,0.543486982770264,-0.0137133508687839,2,-0.0300393424748341,"Negative","Negative"
1478,"ABSLLIQUID","BIRLASLAMC - ABSLLIQUID","MICRO_CAP",1000,0,0,0,44.7,50.3,"BULLISH",3.58,4,8,0,10,10,10,10,10,5083029.78,"WEAK_HOLD","2025-08-29",1,0.447,0.5,0.6288,"High",2025-09-01,0.445152971195057,0.00214458142872901,3,0.00386517601679892,"Poor","Poor"
1571,"CONSUMIETF","ICICIPRAMC - ICICICONSU","MICRO_CAP",124.77,0.06,-0.99,3.58,44.7,60.3,"STRONG_BULLISH",9.52,5,12,0,10,10,10,10,10,3412740.73,"WEAK_HOLD","2025-08-29",1,0.447,0.5,0.6288,"High",2025-09-01,0.411956923175603,0.0494251964613795,5,0.0840502990500117,"Poor","Moderate"
1623,"SALSTEEL","S.A.L. STEEL LTD.","MICRO_CAP",17.93,2.11,0.62,14.35,44.7,61.9,"BEARISH",9.36,9,9,0,NA,NA,NA,NA,NA,2565664.63,"WEAK_HOLD","2025-08-29",1,0.447,0.5,0.6288,"High",2025-09-01,0.517079103458673,-0.0264406412490643,3,-0.0547514954072848,"Negative","Negative"
1644,"KANANIIND","KANANI INDUSTRIES LTD","MICRO_CAP",2.11,9.9,8.21,4.98,44.7,60.4,"BEARISH",2.64,7,14,0,NA,NA,NA,NA,NA,2332507.07,"WEAK_HOLD","2025-08-29",1,0.447,0.5,0.6288,"High",2025-09-01,0.469172019325197,-0.000263724941760292,5,-0.000496818086765204,"Negative","Negative"
1849,"SBIETFCON","SBIAMC - SBIETFCON","MICRO_CAP",124.16,-0.23,-1.21,3.51,44.7,57.9,"STRONG_BULLISH",9.57,5,12,0,NA,NA,NA,NA,NA,766272.19,"WEAK_HOLD","2025-08-29",1,0.447,0.5,0.6288,"High",2025-09-01,0.471880970103666,-0.0283077033353038,6,-0.0536009909373279,"Negative","Negative"
2014,"AXISCETF","AXISAMC - AXISCETF","MICRO_CAP",123.49,-0.44,-1.64,2.81,44.7,55.1,"STRONG_BULLISH",9.33,5,12,0,10,10,10,10,10,137010.11,"WEAK_HOLD","2025-08-29",1,0.447,0.5,0.6288,"High",2025-09-01,0.478466128977016,-0.0999269050545991,2,-0.191601946885239,"Negative","Negative"
298,"INDIANB","INDIAN BANK","SMALL_CAP",653.1,0.04,-2.56,6.26,44,49.8,"STRONG_BULLISH",7.47,6,12,0,NA,NA,NA,NA,NA,415781764.15,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.544662087131292,0.017238250747323,2,0.0378581494317463,"Poor","Poor"
484,"EMCURE","EMCURE PHARMACEUTICALS L","MICRO_CAP",1393.4,-2.68,-6.68,-2.4,44,44.7,"STRONG_BULLISH",7.65,3,10,0,NA,NA,NA,NA,NA,189137022.1,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.452701707370579,0.00692318646470086,5,0.0126497497944665,"Poor","Poor"
498,"SHYAMMETL","SHYAM METALICS AND ENGY L","MICRO_CAP",905.3,-0.07,-3.69,-8.15,44,38.6,"BULLISH",12.95,6,8,0,NA,NA,NA,NA,NA,182452523.55,"WEAK_HOLD","2025-08-29",0.7,0.44,0.7,0.596,"Medium",2025-09-01,0.423966983845457,-0.0129756363807246,3,-0.0225258553187573,"Negative","Negative"
584,"SUNDRMFAST","SUNDRAM FASTENERS LTD","MICRO_CAP",1019.85,-0.04,2.23,1.5,44,58.4,"BULLISH",6.55,5,10,0,NA,NA,NA,NA,NA,133544623.65,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.385678954655305,-0.0197814868763089,5,-0.0322005684588089,"Negative","Negative"
604,"AVALON","AVALON TECHNOLOGIES LTD","MICRO_CAP",830.7,-3.84,-2.74,0.83,44,44.5,"BULLISH",3.08,2,10,15,54.04,51.3,53,56.36,60,126423880.15,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.536164461728185,-0.0502563819289207,6,-0.108349571738657,"Negative","Negative"
645,"CIGNITITEC","CIGNITI TECHNOLOGIES LTD","MICRO_CAP",1629.4,-0.28,-0.84,-0.74,44,50.9,"BULLISH",-0.6,0,8,15,52.61,50.22,47,56.59,63,106962431.3,"WEAK_HOLD","2025-08-29",1,0.44,0.3,0.566,"Medium",2025-09-01,0.417249428248033,0.0281021165079437,2,0.0482232328377786,"Poor","Poor"
733,"SHRIPISTON","SHRIRAM PIST. & RING LTD","MICRO_CAP",2512.6,-1.49,-4.17,2.73,44,52.2,"STRONG_BULLISH",8.53,4,12,0,NA,NA,NA,NA,NA,81063966.3,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.414863767055795,0.013451201072894,3,0.0229881526994358,"Poor","Poor"
756,"SAKSOFT","SAKSOFT LIMITED","MICRO_CAP",212.07,1.1,-2.91,0.92,44,49.3,"BULLISH",12.13,7,11,0,NA,NA,NA,NA,NA,75496263.6,"WEAK_HOLD","2025-08-29",1,0.44,0.7,0.686,"High",2025-09-01,0.525671307556331,-0.0109632265055552,5,-0.0231131421737832,"Negative","Negative"
759,"DODLA","DODLA DAIRY LIMITED","MICRO_CAP",1362.7,0.87,0.95,5.32,44,54.8,"BULLISH",1.14,5,13,0,NA,NA,NA,NA,NA,74672830.2,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.431706434348598,-0.0462720493902452,4,-0.0814227930545127,"Negative","Negative"
935,"AGI","AGI GREENPAC LIMITED","MICRO_CAP",893.15,-1.78,-5.38,-6.45,44,43.7,"BULLISH",14.1,8,10,0,10,10,10,10,10,39035227.15,"WEAK_HOLD","2025-08-29",1,0.44,0.7,0.686,"High",2025-09-01,0.545879894588143,-0.0218244425021112,6,-0.0480587453451722,"Negative","Negative"
1019,"TATVA","TATVA CHIN PHARM CHEM LTD","MICRO_CAP",1040.3,-2.63,-6.04,-8.7,44,46.8,"BULLISH",14.69,8,10,0,NA,NA,NA,NA,NA,27972077.8,"WEAK_HOLD","2025-08-29",1,0.44,0.7,0.686,"High",2025-09-01,0.424357891315594,-0.0873774555046111,3,-0.151791285221137,"Negative","Negative"
1107,"ASALCBR","ASSO ALCOHOLS & BREW LTD","MICRO_CAP",1045.7,1.48,-0.64,0.04,44,46.4,"BEARISH",2.79,2,13,15,51.12,50,46.25,57.27,54,21046148.1,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.473222790332511,-0.00274535892531275,2,-0.00521161294552904,"Negative","Negative"
1287,"THEJO","THEJO ENGINEERING LIMITED","MICRO_CAP",1939.3,1.01,0.52,-20.36,44,37.5,"BEARISH",11.4,6,13,0,NA,NA,NA,NA,NA,11665903.7,"WEAK_HOLD","2025-08-29",0.7,0.44,0.7,0.596,"Medium",2025-09-01,0.472657827939838,0.048033642815426,6,0.0910862915206904,"Poor","Moderate"
1446,"DIVGIITTS","DIVGI TORQTRANSFER SYST L","MICRO_CAP",647.55,-1.69,-3.41,0.19,44,50.4,"STRONG_BULLISH",8.02,4,12,0,NA,NA,NA,NA,NA,6025347.75,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.371366658527404,-0.0869030219037086,5,-0.138241191121259,"Negative","Negative"
1481,"BLBLIMITED","BLB LIMITED","MICRO_CAP",15.26,-0.59,-3.72,-0.78,44,44.6,"BULLISH",4.44,1,8,10,49.27,46.18,53,53.06,46.25,5055558.48,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.485916684567928,-0.0374075609375723,6,-0.072765561173936,"Negative","Negative"
1705,"CONSUMER","MIRAEAMC - CONSUMER","MICRO_CAP",11.87,-0.67,-2.3,1.89,44,51.2,"STRONG_BULLISH",7.34,4,12,0,10,10,10,10,10,1682534.11,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.350209188833833,0.0339285264955834,2,0.0522145372211289,"Poor","Moderate"
1718,"HEALTHY","BIRLASLAMC - HEALTHY","MICRO_CAP",14.7,-0.54,-2.71,-4.48,44,41.3,"STRONG_BULLISH",5.95,3,10,0,NA,NA,NA,NA,NA,1596097.46,"WEAK_HOLD","2025-08-29",1,0.44,0.5,0.626,"High",2025-09-01,0.461541630374268,-0.0449860754190013,6,-0.0835460603022474,"Negative","Negative"
1771,"AKSHARCHEM","AKSHARCHEM INDIA LIMITED","MICRO_CAP",281.55,-3.13,0.16,-2.61,44,50.7,"BULLISH",18.3,8,10,0,10,10,10,10,10,1224359.55,"WEAK_HOLD","2025-08-29",1,0.44,0.7,0.686,"High",2025-09-01,0.45789006925188,0.0372473630588502,6,0.0687081363874819,"Poor","Moderate"
32,"JINDALPOLY","JINDAL POLY FILMS LIMITED","LARGE_CAP",601.4,15.63,14.84,3.19,43.3,67,"STRONG_BEARISH",2.68,7,12,0,NA,NA,NA,NA,NA,3043974421.45,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.495104404632002,0.0454524438711815,4,0.090023450963269,"Poor","Moderate"
156,"TIINDIA","TUBE INVEST OF INDIA LTD","SMALL_CAP",2961.6,0.62,-3.6,3.72,43.3,46.8,"STRONG_BULLISH",5.75,4,10,0,NA,NA,NA,NA,NA,932725289.5,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.417589736124501,-0.0277569236583076,6,-0.0476587130755669,"Negative","Negative"
364,"SHK","S H KELKAR AND CO. LTD.","MICRO_CAP",248.95,5.62,10.64,-2.64,43.3,59.5,"BEARISH",7.18,4,11,0,NA,NA,NA,NA,NA,315891524.45,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.393425434501842,0.0413960596197285,4,0.0682456238265305,"Poor","Moderate"
436,"ANURAS","ANUPAM RASAYAN INDIA LTD","MICRO_CAP",1129.8,0.13,-0.08,-1.66,43.3,48.3,"BEARISH",3.85,2,9,15,55.72,58.04,51,58.27,54,231718839.5,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.390986379701644,0.0117687211022712,2,0.0193242330056686,"Poor","Poor"
485,"TIRUMALCHM","THIRUMALAI CHEMICALS LTD","MICRO_CAP",291.3,-1.92,3.06,-2.88,43.3,51.8,"BEARISH",3.82,4,6,0,NA,NA,NA,NA,NA,188116314,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.431119978800416,-0.095484998205211,6,-0.167847339767468,"Negative","Negative"
551,"ERIS","ERIS LIFESCIENCES LIMITED","MICRO_CAP",1800.2,0.43,1.78,-0.9,43.3,59.9,"STRONG_BULLISH",4.7,1,13,0,NA,NA,NA,NA,NA,149748586.5,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.359076441871002,-0.0996285221888684,3,-0.155445249164669,"Negative","Negative"
718,"HARSHA","HARSHA ENGINEERS INT LTD","MICRO_CAP",396.6,-1.45,-3.6,-7.64,43.3,39.1,"BULLISH",5.94,8,8,0,NA,NA,NA,NA,NA,83660281.75,"WEAK_HOLD","2025-08-29",0.7,0.433,0.5,0.5332,"Medium",2025-09-01,0.498568612989038,-0.0396368672605604,6,-0.0790474395646356,"Negative","Negative"
918,"EKC","EVEREST KANTO CYLINDERLTD","MICRO_CAP",136.94,0.39,-5.16,5.84,43.3,49.7,"STRONG_BULLISH",8.71,7,8,0,NA,NA,NA,NA,NA,41067602.45,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.530650943377987,0.0155919164419174,6,0.033220299949328,"Poor","Poor"
1022,"PDMJEPAPER","PUDUMJEE PAPER PRO. LTD","MICRO_CAP",132.48,-1.6,-0.05,14.13,43.3,54.9,"BULLISH",22.79,13,6,0,NA,NA,NA,NA,NA,27934591.6,"WEAK_HOLD","2025-08-29",1,0.433,1,0.7732,"High",2025-09-01,0.520076652662829,-0.0985580870416015,6,-0.205362142909791,"Negative","Negative"
1119,"KRSNAA","KRSNAA DIAGNOSTICS LTD","MICRO_CAP",788.7,-0.44,-2.53,-8.43,43.3,41.8,"BULLISH",18.34,8,12,0,NA,NA,NA,NA,NA,20216973.6,"WEAK_HOLD","2025-08-29",1,0.433,0.7,0.6832,"High",2025-09-01,0.407904491573572,-0.0674705483834259,3,-0.113952136814444,"Negative","Negative"
1139,"TTKPRESTIG","TTK PRESTIGE LTD","MICRO_CAP",656.75,1.48,0.34,3.75,43.3,59.1,"BULLISH",9.19,5,13,0,NA,NA,NA,NA,NA,19198990.6,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.476489385869354,-0.0576915975078009,6,-0.110201390288151,"Negative","Negative"
1301,"MGEL","MANGALAM GLOBAL ENT LTD","MICRO_CAP",16.35,0.74,2.7,-7,43.3,51.1,"BULLISH",19.78,8,8,0,NA,NA,NA,NA,NA,11257811.55,"WEAK_HOLD","2025-08-29",1,0.433,0.7,0.6832,"High",2025-09-01,0.385318918945268,-0.0961379512911663,4,-0.156402977502094,"Negative","Negative"
1534,"NV20","KOTAKMAMC - KTKNV20ETF","MICRO_CAP",145.24,-0.58,-1.16,-0.45,43.3,43.8,"BULLISH",1.06,6,12,0,NA,NA,NA,NA,NA,3859539.65,"WEAK_HOLD","2025-08-29",1,0.433,0.5,0.6232,"High",2025-09-01,0.50219173966907,-0.0363894628477283,3,-0.073099355208645,"Negative","Negative"
1703,"KANPRPLA","KANPUR PLASTIPACK LIMITED","MICRO_CAP",198.26,-2.27,NA,NA,43.3,74.5,"BULLISH",59.51,15,6,0,NA,NA,NA,NA,NA,1696171.37,"WEAK_HOLD","2025-08-29",0.7,0.433,1,0.6832,"High",2025-09-01,0.514790039462969,0.0128847246407531,4,0.0265549467007897,"Poor","Poor"
1856,"NARMADA","NARMADA AGROBASE LIMITED","MICRO_CAP",21.17,-1.07,-3.55,7.24,43.3,46.5,"BULLISH",31.65,13,8,0,NA,NA,NA,NA,NA,733422.18,"WEAK_HOLD","2025-08-29",1,0.433,1,0.7732,"High",2025-09-01,0.50991258919239,-0.0374554184963927,5,-0.0764259959966535,"Negative","Negative"
182,"BATAINDIA","BATA INDIA LTD","SMALL_CAP",1098.1,1.73,-0.61,-8.51,42.7,39.9,"STRONG_BEARISH",-5.7,5,15,20,69.28,71.96,76,60.23,63,803287749.5,"WEAK_HOLD","2025-08-29",0.7,0.427,0.3,0.4708,"Medium",2025-09-01,0.5039264224004,-0.00795362314675003,6,-0.0160331521489937,"Negative","Negative"
208,"BIOCON","BIOCON LIMITED.","SMALL_CAP",348.35,-1.39,-3.1,-12.32,42.7,36.8,"BEARISH",5.44,3,10,15,58.99,60.43,56,56.82,63,635466799.25,"WEAK_HOLD","2025-08-29",0.7,0.427,0.5,0.5308,"Medium",2025-09-01,0.495768034737557,-0.0854558139224537,3,-0.169477184727818,"Negative","Negative"
243,"IGL","INDRAPRASTHA GAS LTD","SMALL_CAP",206.74,0.03,-0.23,1.76,42.7,48.8,"BULLISH",4.12,3,11,0,NA,NA,NA,NA,NA,512463755.29,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.476815613266081,-0.0856634269235656,3,-0.163734677669447,"Negative","Negative"
307,"ROHLTD","ROYAL ORCHID HOTELS LTD","MICRO_CAP",536.9,1.94,11.23,24.47,42.7,86.2,"STRONG_BULLISH",44.61,15,2,0,NA,NA,NA,NA,NA,406251955.05,"WEAK_HOLD","2025-08-29",0.3,0.427,1,0.5608,"Medium",2025-09-01,0.432297699991614,-0.0506557610002346,5,-0.0892294447274325,"Negative","Negative"
330,"UTIAMC","UTI ASSET MNGMT CO LTD","MICRO_CAP",1288.5,-0.75,-6.39,-4.73,42.7,38.9,"BULLISH",6.49,6,6,0,NA,NA,NA,NA,NA,356686129.6,"WEAK_HOLD","2025-08-29",0.7,0.427,0.5,0.5308,"Medium",2025-09-01,0.432751594670117,0.0236745467293076,5,0.0417357660362918,"Poor","Poor"
406,"EIEL","ENVIRO INFRA ENGINEERS L","MICRO_CAP",249.6,-0.64,-6.95,-2.5,42.7,45.8,"STRONG_BULLISH",19.12,8,8,0,NA,NA,NA,NA,NA,261001984.75,"WEAK_HOLD","2025-08-29",1,0.427,0.7,0.6808,"High",2025-09-01,0.436946041369811,-0.035615171410609,4,-0.063253567202075,"Negative","Negative"
483,"SKIPPER","SKIPPER LIMITED","MICRO_CAP",512.95,-2.68,-4.97,5.7,42.7,48.6,"STRONG_BULLISH",8.14,6,10,0,NA,NA,NA,NA,NA,189424456.1,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.429877585871145,-0.0789262459380552,3,-0.138437367102387,"Negative","Negative"
513,"POCL","PONDY OXIDES & CHEM LTD","MICRO_CAP",1050,-3.39,-4.04,-11.92,42.7,47.9,"BULLISH",52.39,10,6,0,NA,NA,NA,NA,NA,173101102.9,"WEAK_HOLD","2025-08-29",1,0.427,1,0.7708,"High",2025-09-01,0.496605407819152,-0.0746206243289635,4,-0.148234854899187,"Negative","Negative"
544,"ACCELYA","ACCELYA SOLN INDIA LTD","MICRO_CAP",1398.4,-0.03,-0.8,-0.66,42.7,48.4,"BULLISH",2.61,6,8,0,10,10,10,10,10,153241408.1,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.476792789017782,-0.0673729690955952,3,-0.128769190640771,"Negative","Negative"
830,"MBAPL","MADHYA BHARAT AGRO P. LTD","MICRO_CAP",420.35,-1.27,-5.43,-8.06,42.7,46,"STRONG_BULLISH",22.47,8,8,0,NA,NA,NA,NA,NA,55538213.2,"WEAK_HOLD","2025-08-29",1,0.427,1,0.7708,"High",2025-09-01,0.414883313328028,-0.0405860651633702,2,-0.0693640535090799,"Negative","Negative"
987,"BALAMINES","BALAJI AMINES LIMITED","MICRO_CAP",1457,-1.39,-4.9,-15.6,42.7,31.4,"BEARISH",4.35,1,10,20,66.37,72.61,70,58.64,54,32356669.4,"WEAK_HOLD","2025-08-29",0.7,0.427,0.5,0.5308,"Medium",2025-09-01,0.417798879882321,0.0209209130029194,3,0.0359341682453148,"Poor","Poor"
1066,"MOLDTKPAC","MOLD-TEK PACKAGING LTD","MICRO_CAP",784.4,-1.79,-1.01,-7.3,42.7,51.4,"BULLISH",15.52,8,8,0,NA,NA,NA,NA,NA,24827573.9,"WEAK_HOLD","2025-08-29",1,0.427,0.7,0.6808,"High",2025-09-01,0.439499714039266,-0.0816503141075373,6,-0.145673991883132,"Negative","Negative"
1093,"BSLGOLDETF","ADITYBIRLA SL GOLD ETF-GR","MICRO_CAP",90.63,1,3.36,3.41,42.7,67.9,"STRONG_BULLISH",6.97,4,6,0,10,10,10,10,10,21887626.04,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.409045911300927,-0.0774663251941092,6,-0.131086875741301,"Negative","Negative"
1232,"MUTHOOTMF","MUTHOOT MICROFIN LIMITED","MICRO_CAP",152.38,-1.03,-4.36,-7.95,42.7,44.6,"STRONG_BULLISH",22.5,8,8,0,NA,NA,NA,NA,NA,14179041.89,"WEAK_HOLD","2025-08-29",1,0.427,1,0.7708,"High",2025-09-01,0.442685137456283,-0.0996011696639471,3,-0.178716155548667,"Negative","Negative"
1276,"PRIMESECU","PRIME SECURITIES LIMITED","MICRO_CAP",262.65,6.51,0.34,-7.87,42.7,45.6,"BEARISH",4.66,1,14,0,NA,NA,NA,NA,NA,12099015.5,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.535880399588496,-0.0814462013193406,6,-0.175485373268286,"Negative","Negative"
1417,"EVINDIA","MIRAEAMC - EVINDIA","MICRO_CAP",29.92,-0.13,-0.96,2.08,42.7,56,"STRONG_BULLISH",6.43,4,12,0,NA,NA,NA,NA,NA,6851958.33,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.36125559201464,-0.0329814759781584,2,-0.0516348567061183,"Negative","Negative"
1472,"ALMONDZ","ALMONDZ GLOBAL SEC LTD","MICRO_CAP",19.57,-4.12,-7.69,-9.36,42.7,37.6,"STRONG_BEARISH",1.23,4,8,15,57.8,57.17,61,58.1,53.75,5172309.89,"WEAK_HOLD","2025-08-29",0.7,0.427,0.5,0.5308,"Medium",2025-09-01,0.378618307132274,-0.0476639156462625,3,-0.0767063403916676,"Negative","Negative"
1505,"GROWWEV","GROWWAMC - GROWWEV","MICRO_CAP",29.75,-0.7,-1.06,1.99,42.7,53.6,"STRONG_BULLISH",6.45,4,12,0,NA,NA,NA,NA,NA,4584737.42,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.476176297664642,-0.0346236009965651,4,-0.0660978127606732,"Negative","Negative"
1507,"QUAL30IETF","ICICIPRAMC - ICICIQTY30","MICRO_CAP",21,0.38,-0.52,1.11,42.7,50.1,"BULLISH",2.82,2,10,0,NA,NA,NA,NA,NA,4554176.69,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.38161796675995,-0.0650913933641277,6,-0.10526080944344,"Negative","Negative"
1576,"IVZINGOLD","INVESCO INDIA GOLD ETF","MICRO_CAP",8896.85,0.53,2.54,2.71,42.7,65.2,"STRONG_BULLISH",6.16,4,11,0,NA,NA,NA,NA,NA,3248248.55,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.493132694764063,-0.0913445474463515,3,-0.18021392680641,"Negative","Negative"
1800,"MANAKALUCO","MANAK ALUMINIUM CO. LTD.","MICRO_CAP",29.5,-3.47,-0.14,-2.45,42.7,47.4,"BULLISH",17.44,8,8,0,NA,NA,NA,NA,NA,1055550.29,"WEAK_HOLD","2025-08-29",1,0.427,0.7,0.6808,"High",2025-09-01,0.379668838810176,-0.0772044015466236,5,-0.124456752097608,"Negative","Negative"
1857,"HDFCGROWTH","HDFCAMC - HDFCGROWTH","MICRO_CAP",120.65,-0.85,-1.49,1.75,42.7,53.1,"STRONG_BULLISH",5.48,4,12,0,NA,NA,NA,NA,NA,731536.23,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.445127689093351,0.00478119282051922,5,0.00861674429691195,"Poor","Poor"
1881,"LOWVOL1","KOTAKMAMC - KOTAKLOVOL","MICRO_CAP",21.08,-0.09,-0.38,0.38,42.7,54.9,"STRONG_BULLISH",6.71,4,12,0,NA,NA,NA,NA,NA,605562.86,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.405996782891452,-0.0522140128887258,6,-0.0879019025231715,"Negative","Negative"
2015,"NKIND","NK INDUSTRIES LTD","MICRO_CAP",67.39,1.29,1.4,0.48,42.7,51.8,"BEARISH",0.29,3,13,0,NA,NA,NA,NA,NA,133025.52,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"High",2025-09-01,0.542719755414873,0.0262015695217997,2,0.0572987130584909,"Poor","Moderate"
2051,"REGENCERAM","REGENCY CERAMICS LTD.","MICRO_CAP",47.87,0.19,1.68,-5.11,42.7,49.2,"NEUTRAL",27.5,10,13,0,NA,NA,NA,NA,NA,59404.13,"WEAK_HOLD","2025-08-29",1,0.427,1,0.7708,"High",2025-09-01,0.49324179822579,-0.0605257684364915,5,-0.119437175806104,"Negative","Negative"
166,"EXIDEIND","EXIDE INDUSTRIES LTD","SMALL_CAP",396.25,0.57,0.05,1.33,42,57.5,"STRONG_BULLISH",8.37,4,8,0,NA,NA,NA,NA,NA,890927783.9,"WEAK_HOLD","2025-08-29",1,0.42,0.5,0.618,"High",2025-09-01,0.436046492261812,-0.0118423178908415,4,-0.0209987485286451,"Negative","Negative"
289,"RUSHIL","RUSHIL DECOR LIMITED","SMALL_CAP",27.27,5.57,17.24,11.85,42,67.2,"BEARISH",-4.35,10,10,0,NA,NA,NA,NA,NA,431645009.7,"WEAK_HOLD","2025-08-29",1,0.42,0.3,0.558,"Medium",2025-09-01,0.426282198540866,0.00884363774675877,6,0.0154146127665322,"Poor","Poor"
321,"KRN","KRN HEAT EXCHANGE N REF L","MICRO_CAP",862.35,-2.8,-9.73,0.27,42,47.7,"STRONG_BULLISH",13.93,9,6,0,NA,NA,NA,NA,NA,379842671.35,"WEAK_HOLD","2025-08-29",1,0.42,0.7,0.678,"High",2025-09-01,0.493727536452934,-0.00499757501529529,6,-0.00987131510230891,"Negative","Negative"
335,"SJS","SJS ENTERPRISES LIMITED","MICRO_CAP",1295,-3.59,-6.08,3.49,42,54.2,"BULLISH",6.39,5,8,0,NA,NA,NA,NA,NA,352371049.2,"WEAK_HOLD","2025-08-29",1,0.42,0.5,0.618,"High",2025-09-01,0.399928846163675,0.0432949990266934,2,0.0721497754889623,"Poor","Moderate"
394,"PFOCUS","PRIME FOCUS LIMITED","MICRO_CAP",144.74,0.55,-4.76,-3.35,42,43.1,"STRONG_BULLISH",14.08,8,7,0,NA,NA,NA,NA,NA,273248510.44,"WEAK_HOLD","2025-08-29",1,0.42,0.7,0.678,"High",2025-09-01,0.490568821085617,-0.032072952343151,6,-0.0629583615425731,"Negative","Negative"
