Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
29 OCT 2025,SEITINVIT,IV,SUSTAINABLE ENERGY INFRA ,Listed    ,04 SEP 2025,             100.00,         324000000,            109.00,    35316000000.00 
29 OCT 2025,SEJALLTD,BE,SEJAL GLASS LIMITED      ,Listed    ,29 OCT 2025,              10.00,          10100000,            934.25,     9435925000.00  
29 OCT 2025,SEL,SM,SUNGARNER ENERGIES LTD   ,Listed    ,29 OCT 2025,              10.00,           2318750,            260.00,      602875000.00       
29 OCT 2025,SELLOWRAP,SM,SELLOWRAP INDUSTRIES LTD ,Listed    ,29 OCT 2025,              10.00,          13744220,            103.80,     1426650036.00 
29 OCT 2025,SELMC,EQ,SEL MANUFACTURING CO LTD ,Listed    ,29 OCT 2025,              10.00,          33134700,             35.30,     1169986257.00     
29 OCT 2025,SEMAC,EQ,SEMAC CONSTRUCTION LTD   ,Listed    ,29 OCT 2025,              10.00,           3117308,            406.10,     1265938778.80     
29 OCT 2025,SENCO,EQ,SENCO GOLD LIMITED       ,Listed    ,29 OCT 2025,               5.00,         163718332,            325.85,    53347618482.20     
29 OCT 2025,SENORES,EQ,SENORES PHARMACEUTICALS L,Listed    ,29 OCT 2025,              10.00,          46053588,            773.75,    35633963715.00   
29 OCT 2025,SEPC,EQ,SEPC LIMITED             ,Listed    ,29 OCT 2025,              10.00,        1590158103,             11.45,    18175507117.30      
29 OCT 2025,SEQUENT,EQ,SEQUENT SCIENTIFIC LTD.  ,Listed    ,29 OCT 2025,               2.00,         251652648,            212.65,    53518968650.15   
29 OCT 2025,SERVICE,SM,SERVICE CARE LIMITED     ,Listed    ,29 OCT 2025,              10.00,          13328500,             46.00,      613111000.00   
29 OCT 2025,SERVOTECH,EQ,SERVOTECH REN POW SYS LTD,Listed    ,29 OCT 2025,               1.00,         225845348,            122.00,    27548615549.05 
29 OCT 2025,SESHAPAPER,EQ,SESHASAYEE PAPER & BOARDS,Listed    ,29 OCT 2025,               2.00,          63068140,            253.25,    15972006455.00
29 OCT 2025,SETCO,EQ,SETCO AUTOMOTIVE LTD     ,Listed    ,29 OCT 2025,               2.00,         133767275,             18.75,     2508136406.25     
29 OCT 2025,SETUINFRA,BZ,SETUBANDHAN INFRA LTD    ,Listed    ,29 OCT 2025,               1.00,         125678260,              0.55,       70379825.60 
29 OCT 2025,SEYAIND,BE,SEYA INDUSTRIES LIMITED  ,Listed    ,29 OCT 2025,              10.00,          26570540,             18.80,      500057562.80   
29 OCT 2025,SFL,EQ,SHEELA FOAM LIMITED      ,Listed    ,29 OCT 2025,               5.00,         108710778,            677.85,    73689600867.30       
29 OCT 2025,SFML,SM,SUPREME FACILITY MGMT LTD,Listed    ,29 OCT 2025,              10.00,          24829200,             41.00,     1017997200.00      
29 OCT 2025,SGFIN,EQ,SG FINSERVE LIMITED      ,Listed    ,29 OCT 2025,              10.00,          55895000,            398.35,    22265773250.00     
29 OCT 2025,SGIL,EQ,SYNERGY GREEN IND. LTD   ,Listed    ,29 OCT 2025,              10.00,          15543000,            531.05,     8254110150.00      
29 OCT 2025,SGL,EQ,STL GLOBAL LIMITED       ,Listed    ,29 OCT 2025,              10.00,          26990914,             13.80,      372474613.20       
29 OCT 2025,SGLTL,EQ,STANDARD GLASS LIN TECH L,Listed    ,29 OCT 2025,              10.00,         199491662,            183.30,    36564826728.00     
29 OCT 2025,SGMART,EQ,SG MART LIMITED          ,Listed    ,29 OCT 2025,               1.00,         126000000,            369.65,    46575900000.00    
29 OCT 2025,SHAH,EQ,SHAH METACORP LIMITED    ,Listed    ,29 OCT 2025,               1.00,         593878676,              4.65,     2755597056.65      
29 OCT 2025,SHAHALLOYS,EQ,SHAH ALLOYS LIMITED      ,Listed    ,29 OCT 2025,              10.00,          19797540,             74.20,     1469175443.40
29 OCT 2025,SHAILY,EQ,SHAILY ENG PLASTICS LTD  ,Listed    ,29 OCT 2025,               2.00,          45955093,           2554.10,   117373903031.30    
29 OCT 2025,SHAIVAL,ST,SHAIVAL REALITY LIMITED  ,Listed    ,23 APR 2024,              10.00,          11574000,             30.50,      353007000.00   
29 OCT 2025,SHAKTIPUMP,EQ,SHAKTI PUMPS (I) LTD     ,Listed    ,29 OCT 2025,              10.00,         123397965,            810.25,    99983201141.25
29 OCT 2025,SHALBY,EQ,SHALBY LIMITED           ,Listed    ,29 OCT 2025,              10.00,         108009770,            245.35,    26500197069.50    
29 OCT 2025,SHALPAINTS,EQ,SHALIM PAINTS LTD        ,Listed    ,29 OCT 2025,               2.00,          83711178,             78.80,     6598115049.95
29 OCT 2025,SHANKARA,EQ,SHANKARA BLDG PRODUCT LTD,Listed    ,29 OCT 2025,              10.00,          24249326,            140.40,     3404120383.90  
29 OCT 2025,SHANTHALA,SM,SHANTHALA FMCG PRODUCTS L,Listed    ,29 OCT 2025,              10.00,           6698064,             31.80,      212998435.20 
29 OCT 2025,SHANTI,EQ,SHANTI OVERSEAS INDIA LTD,Listed    ,29 OCT 2025,              10.00,          11106000,             10.35,      114724980.00    
29 OCT 2025,SHANTIGEAR,EQ,SHANTHI GEARS LTD        ,Listed    ,29 OCT 2025,               1.00,          76715853,            498.45,    38239016927.85
29 OCT 2025,SHANTIGOLD,EQ,SHANTI GOLD INTERNATION L,Listed    ,29 OCT 2025,              10.00,          72096000,            213.65,    15404752320.00
29 OCT 2025,SHARDACROP,EQ,SHARDA CROPCHEM LTD.     ,Listed    ,29 OCT 2025,              10.00,          90220495,            953.90,    86061330180.50
29 OCT 2025,SHARDAMOTR,EQ,SHARDA MOTOR INDS LTD    ,Listed    ,29 OCT 2025,               2.00,          57407706,           1040.60,    59738458863.60
29 OCT 2025,SHAREINDIA,EQ,SHARE IND. SECURITIES LTD,Listed    ,29 OCT 2025,               2.00,         217492050,            197.90,    43046026536.00
29 OCT 2025,SHEEL,SM,SHEEL BIOTECH LIMITED    ,Listed    ,29 OCT 2025,              10.00,          20352550,             79.00,     1607851450.00     
29 OCT 2025,SHEETAL,SM,SHEETAL UNIVERSAL LIMITED,Listed    ,29 OCT 2025,              10.00,          11455999,            142.50,     1632479857.50   
29 OCT 2025,SHEKHAWATI,EQ,SHEKHAWATI INDUSTRIES LTD,Listed    ,29 OCT 2025,              10.00,          34470000,             20.80,      717320700.00
29 OCT 2025,SHEMAROO,EQ,SHEMAROO ENTER. LTD.     ,Listed    ,29 OCT 2025,              10.00,          27320299,            114.45,     3126808220.55  
29 OCT 2025,SHERA,SM,SHERA ENERGY LIMITED     ,Listed    ,29 OCT 2025,              10.00,          24439347,            128.00,     3128236416.00     
29 OCT 2025,SHIGAN,SM,SHIGAN QUANTUM TECH LTD  ,Listed    ,29 OCT 2025,              10.00,          20327400,             65.00,     1321281000.00    
29 OCT 2025,SHILPAMED,EQ,SHILPA MEDICARE LTD      ,Listed    ,29 OCT 2025,               1.00,         195581816,            357.70,    69959615583.20 
29 OCT 2025,SHIVALIK,EQ,SHIVALIK RASAYAN LIMITED ,Listed    ,29 OCT 2025,               5.00,          15750365,            431.10,     6789982351.50  
29 OCT 2025,SHIVAMAUTO,EQ,SHIVAM AUTO.LTD          ,Listed    ,29 OCT 2025,               2.00,         131495219,             29.05,     3819936111.95
29 OCT 2025,SHIVAMILLS,EQ,SHIVA MILLS LIMITED      ,Listed    ,29 OCT 2025,              10.00,           8641808,             66.65,      575803667.05
29 OCT 2025,SHIVASHRIT,SM,SHIVASHRIT FOODS LIMITED ,Listed    ,29 OCT 2025,              10.00,          18269000,            130.10,     2376796900.00
29 OCT 2025,SHIVATEX,EQ,SHIVA TEXYARN LIMITED    ,Listed    ,29 OCT 2025,              10.00,          12962713,            177.10,     2295566845.15  
29 OCT 2025,SHIVAUM,SM,SHIV AUM STEELS LIMITED  ,Listed    ,03 OCT 2025,              10.00,          13600400,            300.00,     4080120000.00   
29 OCT 2025,SHK,EQ,S H KELKAR AND CO. LTD.  ,Listed    ,29 OCT 2025,              10.00,         138420801,            226.40,    31337085138.40       
29 OCT 2025,SHKSIL,SM,SHRI HARE-KRI SPO IRON L ,Listed    ,29 OCT 2025,              10.00,          19191050,             63.00,     1209036150.00    
29 OCT 2025,SHOPERSTOP,EQ,SHOPPERS STOP LIMITED    ,Listed    ,29 OCT 2025,               5.00,         110112105,            519.45,    57197732942.25
29 OCT 2025,SHRADHA,EQ,SHRADHA INFRAPROJECTS LTD,Listed    ,29 OCT 2025,               2.00,          80997568,             44.20,     3580902481.30   
29 OCT 2025,SHREDIGCEM,EQ,SHREE DIGVIJAY CEM CO LTD,Listed    ,29 OCT 2025,              10.00,         147869278,             90.50,    13382169659.00
29 OCT 2025,SHREECEM,EQ,SHREE CEMENT LIMITED     ,Listed    ,29 OCT 2025,              10.00,          36080748,          29210.00,  1053918649080.00  
29 OCT 2025,SHREEJISPG,EQ,SHREEJI SHIPPING GLOBAL L,Listed    ,29 OCT 2025,              10.00,         162918254,            250.00,    40727934317.45
29 OCT 2025,SHREEKARNI,SM,SHREE KARNI FABCOM LTD   ,Listed    ,29 OCT 2025,              10.00,           7228750,            560.00,     4048100000.00
29 OCT 2025,SHREEOSFM,SM,SHREE OSFM E-MOBILITY LTD,Listed    ,29 OCT 2025,              10.00,          15403400,            107.75,     1659716350.00 
29 OCT 2025,SHREEPUSHK,EQ,SHRE PUSH CHEM & FERT LTD,Listed    ,29 OCT 2025,              10.00,          32337691,            426.80,    13801726518.80
29 OCT 2025,SHREERAMA,BE,SHREE RAMA MULTI TECH LTD,Listed    ,29 OCT 2025,               5.00,         133468005,             58.80,     7845249333.90 
29 OCT 2025,SHREMINVIT,IV,SHREM INVIT              ,Listed    ,24 OCT 2025,             100.00,         610844160,            105.00,    64138636800.00
29 OCT 2025,SHRENIK,EQ,SHRENIK LIMITED          ,Listed    ,29 OCT 2025,               1.00,         612000000,              0.55,      330480000.00   
29 OCT 2025,SHREYANIND,EQ,SHREYANS INDUSTRIES LTD  ,Listed    ,29 OCT 2025,              10.00,          13825000,            223.10,     3084357500.00
29 OCT 2025,SHRIAHIMSA,ST,SHRI AHIMSA NATURALS LTD ,Listed    ,29 OCT 2025,              10.00,          23330100,            245.75,     5733372075.00
29 OCT 2025,SHRINGARMS,EQ,SHRINGAR HOU OF MANGALS L,Listed    ,29 OCT 2025,              10.00,          96432080,            216.30,    20856330262.40
29 OCT 2025,SHRIPISTON,EQ,SHRIRAM PIST. & RING LTD ,Listed    ,29 OCT 2025,              10.00,          44049824,           2717.10,   119687776790.40
29 OCT 2025,SHRIRAMFIN,EQ,SHRIRAM FINANCE LIMITED  ,Listed    ,29 OCT 2025,               2.00,        1881007883,            738.45,  1389030271201.35
29 OCT 2025,SHRIRAMPPS,EQ,SHRIRAM PROPERTIES LTD   ,Listed    ,29 OCT 2025,              10.00,         170352907,             93.35,    15900740339.40
29 OCT 2025,SHRITECH,SM,SHRI TECHTEX LIMITED     ,Listed    ,29 OCT 2025,              10.00,          24950000,             72.80,     1816360000.00  
29 OCT 2025,SHUBHLAXMI,SM,SHUBHLAXMI JEWEL ART LTD ,Listed    ,29 OCT 2025,              10.00,           8804000,             15.15,      133380600.00
29 OCT 2025,SHUBHSHREE,SM,SHUBHSHREE BIOFUELS ENE L,Listed    ,29 OCT 2025,              10.00,           5242000,            419.95,     2201377900.00
29 OCT 2025,SHYAMCENT,EQ,SHYAM CENTURY FERROUS LTD,Listed    ,29 OCT 2025,               1.00,         212172990,              6.95,     1474602280.50 
29 OCT 2025,SHYAMMETL,EQ,SHYAM METALICS AND ENGY L,Listed    ,29 OCT 2025,              10.00,         279131853,            915.70,   255601037792.10 
29 OCT 2025,SHYAMTEL,EQ,SHYAM TELECOM LIMITED    ,Listed    ,29 OCT 2025,              10.00,          11270000,             12.95,      146171900.00  
29 OCT 2025,SIDDHICOTS,SM,SIDDHI COTSPIN LIMITED   ,Listed    ,29 OCT 2025,              10.00,          24406491,             33.80,      824939395.80
29 OCT 2025,SIDDHIKA,SM,SIDDHIKA COATINGS LIMITED,Listed    ,29 OCT 2025,              10.00,           6179000,            231.50,     1430438500.00  
29 OCT 2025,SIEMENS,EQ,SIEMENS LTD              ,Listed    ,29 OCT 2025,               2.00,         356120505,           3148.70,  1121316634093.50   
29 OCT 2025,SIGACHI,EQ,SIGACHI INDUSTRIES LTD   ,Listed    ,29 OCT 2025,               1.00,         382117010,             37.15,    14195646921.50   
29 OCT 2025,SIGIND,EQ,SIGNET INDUSTRIES LIMITED,Listed    ,29 OCT 2025,              10.00,          29437000,             58.30,     1715882730.00    
29 OCT 2025,SIGMA,BE,SIGMA SOLVE LIMITED      ,Listed    ,29 OCT 2025,               1.00,         102774980,             52.25,     5369992705.00     
29 OCT 2025,SIGNATURE,EQ,SIGNATUREGLOBAL INDIA LTD,Listed    ,29 OCT 2025,               1.00,         140510691,           1094.50,   153788951299.50 
29 OCT 2025,SIGNORIA,SM,SIGNORIA CREATION LIMITED,Listed    ,29 OCT 2025,              10.00,           4758000,             76.30,      363035400.00  
29 OCT 2025,SIGNPOST,EQ,SIGNPOST INDIA LIMITED   ,Listed    ,29 OCT 2025,               2.00,          53450000,            246.80,    13191460000.00  
29 OCT 2025,SIKKO,BE,SIKKO INDUSTRIES LIMITED ,Listed    ,29 OCT 2025,              10.00,          21840000,            100.10,     2185747200.00     
29 OCT 2025,SIL,EQ,STANDARD INDUSTRIES LTD. ,Listed    ,29 OCT 2025,               5.00,          64328941,             18.85,     1211313959.05       
29 OCT 2025,SILGO,BE,SILGO RETAIL LIMITED     ,Listed    ,29 OCT 2025,              10.00,          23359529,             66.05,     1542896890.45     
29 OCT 2025,SILKFLEX,SM,SILKFLEX POLYMERS INDIA L,Listed    ,27 OCT 2025,              10.00,          11607000,             84.50,      980791500.00  
29 OCT 2025,SILKY,SM,SILKY OVERSEAS LIMITED   ,Listed    ,29 OCT 2025,              10.00,           6367623,            138.00,      878731974.00     
29 OCT 2025,SILLYMONKS,EQ,SILLY MONKS ENTERTAIN LTD,Listed    ,29 OCT 2025,              10.00,          10253664,             18.85,      193384103.05
29 OCT 2025,SILVERTUC,EQ,SILVER TOUCH TECHNO LTD  ,Listed    ,29 OCT 2025,              10.00,          12681000,            761.35,     9654679350.00 
29 OCT 2025,SIMBHALS,BZ,SIMBHAOLI SUGARS LTD.    ,Listed    ,29 OCT 2025,              10.00,          41279020,             11.55,      476359890.80  
29 OCT 2025,SIMPLEXINF,EQ,SIMPLEX INFRASTRUCTURES L,Listed    ,29 OCT 2025,               2.00,          79095346,            271.35,    21462522137.10
29 OCT 2025,SINCLAIR,EQ,SINCLAIRS HOTELS LIMITED ,Listed    ,29 OCT 2025,               2.00,          51260000,             96.60,     4951716000.00  
29 OCT 2025,SINDHUTRAD,EQ,SINDHU TRADE LINKS LTD   ,Listed    ,29 OCT 2025,               1.00,        1541928780,             24.55,    37823512973.40
29 OCT 2025,SINTERCOM,EQ,SINTERCOM INDIA LIMITED  ,Listed    ,29 OCT 2025,              10.00,          27527822,            117.60,     3236721310.75 
29 OCT 2025,SIRCA,EQ,SIRCA PAINT INDIA LIMITED,Listed    ,29 OCT 2025,              10.00,          54808800,            511.75,    28048403400.00     
29 OCT 2025,SIS,EQ,SIS LIMITED              ,Listed    ,29 OCT 2025,               5.00,         140963469,            340.05,    47934627633.45       
29 OCT 2025,SITINET,BZ,SITI NETWORKS LIMITED    ,Listed    ,29 OCT 2025,               1.00,         872053848,              0.45,      383703693.10   
29 OCT 2025,SIYSIL,EQ,SIYARAM SILK MILLS LTD   ,Listed    ,29 OCT 2025,               2.00,          45370088,            755.80,    34290712510.40    
29 OCT 2025,SJLOGISTIC,SM,S J LOGISTICS (INDIA) LTD,Listed    ,29 OCT 2025,              10.00,          15293130,            353.25,     5402298172.50
29 OCT 2025,SJS,EQ,SJS ENTERPRISES LIMITED  ,Listed    ,29 OCT 2025,              10.00,          31387404,           1568.80,    49240559395.20       
29 OCT 2025,SJVN,EQ,SJVN LTD                 ,Listed    ,29 OCT 2025,              10.00,        3929795175,             88.90,   349437386961.00      
29 OCT 2025,SKFINDIA,BE,SKF INDIA LTD            ,Listed    ,29 OCT 2025,              10.00,          49437963,           2144.90,   106039486838.70  
29 OCT 2025,SKIPPER,EQ,SKIPPER LIMITED          ,Listed    ,29 OCT 2025,               1.00,         112884794,            522.20,    58948439426.80   
29 OCT 2025,SKMEGGPROD,BE,SKM EGG PROD-ROLL SETT   ,Listed    ,29 OCT 2025,              10.00,          26330000,            386.70,    10181811000.00
29 OCT 2025,SKP,SM,SKP BEARING INDUSTRI. LTD,Listed    ,29 OCT 2025,              10.00,          16600000,            225.00,     3735000000.00       
29 OCT 2025,SKYGOLD,EQ,SKY GOLD AND DIAMONDS LTD,Listed    ,29 OCT 2025,              10.00,         154863884,            349.55,    54132670652.20   
29 OCT 2025,SLONE,SM,SLONE INFOSYSTEMS LIMITED,Listed    ,28 OCT 2025,              10.00,           5269013,            343.00,     1807271459.00     
29 OCT 2025,SMARTEN,SM,SMARTEN POWER SYSTEMS LTD,Listed    ,29 OCT 2025,              10.00,          19000800,             90.05,     1711022040.00   
29 OCT 2025,SMARTLINK,EQ,SMARTLINK HOLDINGS LTD   ,Listed    ,29 OCT 2025,               2.00,           9975000,            134.25,     1339243500.00 
29 OCT 2025,SMARTWORKS,EQ,SMARTWORKS COWORKING SP L,Listed    ,29 OCT 2025,              10.00,         114131326,            564.75,    64455666358.50
29 OCT 2025,SMCGLOBAL,EQ,SMC GLOBAL SECURITIES LTD,Listed    ,29 OCT 2025,               2.00,         104700000,            136.75,    14319819000.00 
29 OCT 2025,SMLISUZU,EQ,SML ISUZU LIMITED        ,Listed    ,29 OCT 2025,              10.00,          14471646,           3021.70,    43728972718.20  
29 OCT 2025,SMLT,EQ,SARTHAK METALS LIMITED   ,Listed    ,29 OCT 2025,              10.00,          13689750,             99.35,     1359802867.50      
29 OCT 2025,SMSLIFE,EQ,SMS LIFESCIENCES (I) LTD ,Listed    ,29 OCT 2025,              10.00,           3023287,           1145.50,     3463175258.50   
29 OCT 2025,SMSPHARMA,EQ,SMS PHARMACEUTICALS LTD. ,Listed    ,29 OCT 2025,               1.00,          88652030,            288.50,    25576110655.00 
29 OCT 2025,SMVD,SM,SMVD POLY PACK LIMITED   ,Listed    ,23 OCT 2025,              10.00,          10030108,              6.15,       61685164.20      
29 OCT 2025,SNEHAA,SM,SNEHAA ORGANICS LIMITED  ,Listed    ,29 OCT 2025,              10.00,          10179000,             79.15,      805667850.00    
29 OCT 2025,SNOWMAN,EQ,SNOWMAN LOGISTICS LTD.   ,Listed    ,29 OCT 2025,              10.00,         167087995,             51.90,     8670196060.55   
29 OCT 2025,SOBHA,EQ,SOBHA LIMITED            ,Listed    ,29 OCT 2025,              10.00,         106924278,           1559.40,   166737719113.20     
29 OCT 2025,SOFTTECH,EQ,SOFTTECH ENGINEERS LTD   ,Listed    ,29 OCT 2025,              10.00,          13807138,            359.85,     4968498609.30  
29 OCT 2025,SOLARA,EQ,SOLARA ACTIVE PHA SCI LTD,Listed    ,29 OCT 2025,              10.00,          36154267,            595.60,    21533481425.20    
29 OCT 2025,SOLARINDS,EQ,SOLAR INDUSTRIES (I) LTD ,Listed    ,29 OCT 2025,               2.00,          90490055,          13960.00,  1263241167800.00 
29 OCT 2025,SOLARWORLD,EQ,SOLARWORLD ENERGY SOL LTD,Listed    ,29 OCT 2025,               5.00,          86672654,            338.40,    29330026113.60
29 OCT 2025,SOLEX,EQ,SOLEX ENERGY LIMITED     ,Listed    ,29 OCT 2025,              10.00,          10802489,           1488.65,    16081125249.85     
29 OCT 2025,SOMANYCERA,EQ,SOMANY CERAMICS LIMITED  ,Listed    ,29 OCT 2025,               2.00,          41012806,            453.10,    18582902398.60
29 OCT 2025,SOMATEX,BE,SOMA TEXTILEI NDUSTRIES L,Listed    ,29 OCT 2025,              10.00,          33033000,            126.35,     4174380210.00   
29 OCT 2025,SOMICONVEY,EQ,SOMI CONVEYOR BELT. LTD. ,Listed    ,29 OCT 2025,              10.00,          11779656,            158.90,     1871905134.95
29 OCT 2025,SONACOMS,EQ,SONA BLW PRECISION FRGS L,Listed    ,29 OCT 2025,              10.00,         621720975,            483.15,   300384489071.25  
29 OCT 2025,SONAMAC,SM,SONA MACHINERY LIMITED   ,Listed    ,29 OCT 2025,              10.00,          13724000,             73.90,     1014203600.00   
29 OCT 2025,SONAMLTD,EQ,SONAM LIMITED            ,Listed    ,29 OCT 2025,               5.00,          40032000,             40.65,     1627701120.00  
29 OCT 2025,SONATSOFTW,EQ,SONATA SOFTWARE LTD      ,Listed    ,29 OCT 2025,               1.00,         280424816,            374.40,   104991051110.40
29 OCT 2025,SONUINFRA,SM,SONU INFRATECH LIMITED   ,Listed    ,29 OCT 2025,              10.00,          10349000,            103.60,     1072156400.00 
29 OCT 2025,SOTAC,SM,SOTAC PHARMACEUTICALS LTD,Listed    ,29 OCT 2025,              10.00,          11050000,            125.00,     1381250000.00     
29 OCT 2025,SOTL,EQ,SAVITA OIL TECHNOLO. LTD ,Listed    ,29 OCT 2025,               2.00,          68560415,            400.70,    27472158290.50      
29 OCT 2025,SOUTHBANK,EQ,THE SOUTH INDIAN BANK LTD,Listed    ,29 OCT 2025,               1.00,        2616715252,             39.10,   102339733505.70 
29 OCT 2025,SOUTHWEST,EQ,SOUTH WEST PINNACLE LTD  ,Listed    ,29 OCT 2025,              10.00,          29830011,            143.65,     4285081080.15 
29 OCT 2025,SPAL,EQ,S. P. APPARELS LIMITED   ,Listed    ,29 OCT 2025,              10.00,          25092600,            731.70,    18360255420.00      
29 OCT 2025,SPANDANA,EQ,SPANDANA SPHOORTY FIN LTD,Listed    ,29 OCT 2025,              10.00,          71305144,            250.85,    17886895372.40  
29 OCT 2025,SPARC,EQ,SUN PHARMA ADV.RES.CO.LTD,Listed    ,29 OCT 2025,               1.00,         324499558,            137.70,    44690079127.75     
29 OCT 2025,SPCENET,BE,SPACENET ENTERS IND LTD  ,Listed    ,29 OCT 2025,               1.00,         566103736,             10.80,     6113920348.80   
29 OCT 2025,SPCL,SM,SHIVALIC POWER CONTROL L ,Listed    ,29 OCT 2025,              10.00,          24115754,            100.70,     2428456427.80      
29 OCT 2025,SPECIALITY,EQ,SPECIALITY REST LTD      ,Listed    ,29 OCT 2025,              10.00,          48235657,            140.45,     6774698025.65
29 OCT 2025,SPECTRUM,EQ,SPECTRUM ELECTRIC IND LTD,Listed    ,29 OCT 2025,              10.00,          15713840,           1473.30,    23151200472.00  
29 OCT 2025,SPECTSTM,SM,SPECTRUM TALENT MGMT LTD ,Listed    ,29 OCT 2025,              10.00,          23093096,             96.50,     2228483764.00  
29 OCT 2025,SPENCERS,EQ,SPENCER S RETAIL LIMITED ,Listed    ,29 OCT 2025,               5.00,          90138789,             52.85,     4762933610.75  
29 OCT 2025,SPIC,EQ,SPIC LTD                 ,Listed    ,29 OCT 2025,              10.00,         203640336,             91.80,    18696219248.15      
29 OCT 2025,SPLIL,EQ,SPL INDUSTRIES LIMITED   ,Listed    ,29 OCT 2025,              10.00,          29000004,             43.25,     1253670172.90     
29 OCT 2025,SPLPETRO,EQ,SUPREME PETROCHEM LIMITED,Listed    ,29 OCT 2025,               2.00,         188041342,            767.50,   144321729985.00  
29 OCT 2025,SPMLINFRA,EQ,SPML INFRA LIMITED       ,Listed    ,29 OCT 2025,               2.00,          71689468,            225.95,    16198235294.60 
29 OCT 2025,SPORTKING,EQ,SPORTKING INDIA LIMITED  ,Listed    ,29 OCT 2025,               1.00,         132872000,             99.40,    13206148080.00 
29 OCT 2025,SPPPOLY,SM,SPP POLYMER LIMITED      ,Listed    ,29 OCT 2025,              10.00,          15391160,             17.20,      264727952.00   
29 OCT 2025,SPRL,SM,SP REFRACTORIES LIMITED  ,Listed    ,27 OCT 2025,              10.00,           1789500,            199.40,      356826300.00      
29 OCT 2025,SPUNWEB,SM,SPUNWEB NONWOVEN LIMITED ,Listed    ,29 OCT 2025,              10.00,          24103409,            143.85,     3467275384.65   
29 OCT 2025,SRD,BE,SHANKAR LAL RAMPAL LTD   ,Listed    ,29 OCT 2025,              10.00,          63966780,             68.35,     4371489745.20       
29 OCT 2025,SREEL,EQ,SREELEATHERS LIMITED     ,Listed    ,29 OCT 2025,              10.00,          23155012,            228.25,     5285131489.00     
29 OCT 2025,SRF,EQ,SRF LTD                  ,Listed    ,29 OCT 2025,              10.00,         296424825,           3027.80,   897515085135.00       
29 OCT 2025,SRGHFL,EQ,SRG HOUSING FINANCE L    ,Listed    ,29 OCT 2025,              10.00,          15680438,            291.55,     4571631698.90    
29 OCT 2025,SRHHYPOLTD,EQ,SREE RAYALSEEMA HHP LTD. ,Listed    ,29 OCT 2025,              10.00,          17164821,            557.10,     9562521779.10
29 OCT 2025,SRIVASAVI,SM,SRIVASAVI ADHESIVE TAPE L,Listed    ,29 OCT 2025,              10.00,          14174166,             57.95,      821392919.70 
29 OCT 2025,SRM,EQ,SRM CONTRACTORS LIMITED  ,Listed    ,29 OCT 2025,              10.00,          22944200,            567.50,    13020833500.00       
29 OCT 2025,SRPL,BZ,SHREE RAM PROTEINS LTD.  ,Listed    ,29 OCT 2025,               1.00,         428400000,              0.70,      304164000.00      
29 OCT 2025,SSDL,EQ,SARASWATI SAREE DEPOT LTD,Listed    ,29 OCT 2025,              10.00,          39599800,             85.70,     3393702860.00      
29 OCT 2025,SSEGL,SM,SATHLOKHAR SYN E&C GLOB L,Listed    ,29 OCT 2025,              10.00,          24137992,            529.20,    12773825366.40     
29 OCT 2025,SSFL,SM,SRIVARI SPICES N FOODS L ,Listed    ,29 OCT 2025,              10.00,           8570400,            132.00,     1131292800.00      
29 OCT 2025,SSWL,EQ,STEEL STRIPS WHEELS LTD. ,Listed    ,29 OCT 2025,               1.00,         157180425,            232.85,    36597890157.00      
29 OCT 2025,STALLION,BE,STALLION IND FLUOROCHEM L,Listed    ,29 OCT 2025,              10.00,          79325254,            303.95,    24110910953.30  
29 OCT 2025,STANLEY,EQ,STANLEY LIFESTYLES LTD   ,Listed    ,29 OCT 2025,               2.00,          57125663,            280.10,    16000898206.30   
29 OCT 2025,STAR,EQ,STRIDES PHARMA SCI LTD   ,Listed    ,29 OCT 2025,              10.00,          92172714,            850.65,    78406719164.10      
29 OCT 2025,STARCEMENT,EQ,STAR CEMENT LIMITED      ,Listed    ,29 OCT 2025,               1.00,         412428997,            257.15,   106056116578.55
29 OCT 2025,STARHEALTH,EQ,STAR HEALTH & AL INS CO L,Listed    ,29 OCT 2025,              10.00,         587949881,            480.45,   282480520326.45
29 OCT 2025,STARPAPER,EQ,STAR PAPER MILLS LTD     ,Listed    ,29 OCT 2025,              10.00,          15608350,            166.75,     2603004529.50 
29 OCT 2025,STARTECK,EQ,STARTECK FINANCE LIMITED ,Listed    ,29 OCT 2025,              10.00,           9910330,            297.95,     2952782823.50  
29 OCT 2025,STCINDIA,EQ,THE STATE TRADING CORPN  ,Listed    ,29 OCT 2025,              10.00,          60000000,            135.50,     8130000000.00  
29 OCT 2025,STEELCAS,EQ,STEELCAST LIMITED        ,Listed    ,29 OCT 2025,               1.00,         101200000,            227.15,    22986568000.00  
29 OCT 2025,STEELCITY,EQ,STEEL CITY SECURITIES LTD,Listed    ,29 OCT 2025,              10.00,          15107095,            100.35,     1515845912.30 
29 OCT 2025,STEELXIND,EQ,STEEL EXCHANGE INDIA LTD ,Listed    ,29 OCT 2025,               1.00,        1247220542,              9.90,    12347483365.80 
29 OCT 2025,STEL,EQ,STEL HOLDINGS LIMITED    ,Listed    ,29 OCT 2025,              10.00,          18455405,            408.95,     7547337874.75      
